,user_id,post_title,post_desc
    cancel selecting
  
, Hello,, I am trying to run goseq on rat RNA-seq data to analyze differentially expressed genes. I noticed that goseq on galaxy doesn’t have the rat genome on it. Is it possible to get the rat genome on goseq on galaxy or be able to upload the information myself? I’m using the Rnor 6.0 build of the rat genome., Thanks., Hi, unfortunately I cannot help you but I have the same problem with the cow genome (bostatu9). Did you manage to solve it somehow?]"
36,2698,"
Trim Galore! can’t recognize FASTQ files
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Dear all,, Trim Galore! can’t actually recognize any fastq files or Cutadapt output files for Nextera Transposase trimming. Do you have any solutions?, Thanks in advance,
Best
Bernhard]"
37,1561,"
Missing gene names in DropletUtils/ RaceID output
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello- I have gone from RNA STARSolo through DropletsUtil and RaceID with a single cell 10X dataset, based on these tutorials:, Training material for all kinds of transcriptomics analysis., Training material for all kinds of transcriptomics analysis., I seem to have missed a step where the genes should be labelled though as the heat maps etc from RaceID all have ‘ENSG’ numbers rather than gene names. Is this at the DropletUtil step? Could you please advise?, Hi Carolyn,
Yes, most likely you lost the gene symbols in DropletUtils. The gene information file (RNA STARSolo on bla bla: Genes raw) produced by STARSolo contains gene id in the 1st column and gene symbol in the 2nd column. So the DopletUtils takes the gene ids instead of gene symbols to construct its output matrix. You can cut c2 from “RNA STARSolo on bla bla: Genes raw” file and then use it for DropletUtils. But the problem is that the gene symbols are not always unique. We have to make them unique before inputting to DropletUtils. It is possible to make the names unique using some AWK program. But it can also be solved using anndata tools. A possible solution is the following:, Yes, most likely you lost the gene symbols in DropletUtils., Hmm, pretty interesting. Anyway, thanks @pavanvidem for providing the solution.]"
38,3524,"
RSEM prepare reference tool does not produce valid reference files
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello, I’m doing some differential expression analysis on RNA-Seq data. All steps have been previously (successfully) run in command line and now I’m trying to create a workflow on Galaxy for the same procedure., I got stuck on using the RSEM tool. When I try to run RSEM prepare reference, it does not produce the “red error”, but it does not produce a valid RSEM reference file either. When I try to use the created reference file in the next step, the RSEM calculate expression, the tool does not recognise any valid reference files in my history. I downloaded and inspected the file and it contains only the name of the file in it and nothing else., When using RSEM prepare reference, I have tried creating the reference in 3 different ways, using the:, When I do it independently of Galaxy in command line with the same data, it all works fine so it doesn’t seem like the problem lies in the data. Can someone please tell me if I’m doing something wrong or there’s a bug in the tool?, Thank you!]"
39,1654,"
log2 RSEM data with finite and non-negative
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello All, I am analyzing 1 RNAseq data which has been deposited in GEO as the RSEM upper quantile normalized data. I used limma-voom for DEGs between groups using galaxy. The error which I have got  was:
[1] “Extracting counts”
Error in cpm.default(data$counts) :
library sizes should be finite and non-negative
Calls: cpm -> cpm.default
Execution halted, Can anyone suggest me how to handle this data?, Thanks in advance, Anyone solve this problem yet? I have been confused with it too.
PS.it can well run on another coworker’s computer.]"
40,2797,"
Mapping _ unmapped reads
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hi,
For the RNA-Seq analysis( paired-end stranded libraries for cell cultures infected with virus) of one of my samples (triplicate)I see only around 40% over mapping (HISAT2) to host genome. I tried using RNASTAR and the resut was similar. I wanted to know if all the unmapped reads belong to the viral genes, if it is not from the host.Therefore, I chose the option to write the unaligned reads separately while re-running HISAT2. I got 2 files’HISAT2 on data:unalined reads (L)’  and ‘HISAT2 on data:unlined reads (R)’., Q1. What is L and R here? Do they denote pairs, as my library was paired-ends? If so, which one should I choose as my Forward read and Reverse read when I do the mapping?, Q2. Can you please suggest an appropriate method to see what proportion of these unmapped reads belonged to the virus?, Many thanks,G]"
41,2797,"
filter and map unmapped reads
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hi,
For the RNA-Seq analysis( paired-end stranded libraries for cell cultures infected with virus) of one of my samples (triplicate)I see only around 40% over mapping (HISAT2) to host genome. I tried using RNASTAR and the resut was similar., I wanted to know if all the unmapped reads belong to the viral genes, if it is not from the host.Therefore, I chose the option to write the unaligned reads separately while re-running HISAT2. I got 2 files’HISAT2 on data:unalined reads (L)’  and ‘HISAT2 on data:unlined reads (R)’., Q1. What is L and R here? Do they denote pairs, as my library was paired-ends? If so, which one should I choose as my Forward read and Reverse read when I do the mapping?, Q2. Can you please suggest an appropriate method to see what proportion of these unmapped reads belonged to the virus?, Many thanks,G]"
42,2797,"
HISAT2-htseq SETTINGS_paired-end stranded library
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hi,
I have paired-end stranded libraries.Can someone please let me know what should I choose for these 3 options to run HISAT2 and htseq thereafter, given that my inferexperiment result is1±,1-+,2++,2–, Q1. For HISAT2, it aks to specify strand information (Unstranded/FR/RF) and then, Q2. also asks to choose*‘Select the upstream/downstream mate orientations for a valid paired-end alignment against the forward reference strand*’ with options (–fr/–rf/–ff)., Q3. for htseq it asks to choose setting for ‘stranded’ with options (yes/no/reverse)., I used FR and --fr for HISAT2 and obtained 43% overall mapping. Then I used those BAM files to perfomr htseq and selected YES for the ‘stranded’ option. After doing MultiQC, I see 0% reads were assigned., Many thanks,G]"
43,3212,"
diffbind update
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello all,, I was wondering if there are any plans to update diffbind on galaxy.org? The current version is 3.6.1 but galaxy is currently running 2.10.0, Thanks, Hi @stealsh, The version at the top of the tool form in Galaxy is the wrapper around the 3rd party tool. If you run a tool in Galaxy, the version of the different components (requirements) actually used for the job are included in the Job Logs 1. Those requirements are also included in the Toolshed., For this tool, most seems to be current between the Diffbind Bioconductor version and the Galaxy version in the ToolShed, and as hosted for use at the public servers UseGalaxy.org, UseGalaxy.eu, and UseGalaxy.org.au., Bioconductor: “Bioconductor version: Release (3.15)”, Galaxy ToolShed: Galaxy | Tool Shed, Requirements:, You mentioned version “3.6.1” – and that is Bioconductor version for their package when installed locally. Galaxy uses portions of that in the wrapper, and incorporates other parts directly., The current version is 3.6.1 but galaxy is currently running 2.10.0, Is there a specific sub-function when using Diffbind that you are looking for? It may not have been included in the current Galaxy wrapper that you see represented on the tool page. Or, maybe we can help you to find it , Hi @jennaj,, Thanks for the detailed reply. I appreciate all the hard work you all do to make galaxy such a great resource!, There seems to be many functions in diffbind (as per the vignette) that are not available in galaxy., For example, it is possible to output Venn diagrams in diffbind to show overlap, and lack of, between samples; this is not present in galaxy. Also, profile plots are not available in galaxy. Further, different normalisation methods are available in diffbind, such as sequencing depth or spike-in DNA. These aren’t available in galaxy, but I would like to be able to use both methods, though I assume sequencing depth is default in galaxy., Also, this may be a separate question that I need to start a new thread for, but is it possible to download the data from biffbind separated out into different groups? What I mean by this is that I have data from two transcriptions factors, TF1 & TF2. Both bind at the same sites throughout the genome, but diffbind shows that in some loci only TF1 binds and in other loci only TF2 binds. What I’d like to do is download the coordinates for where TF1 only binds, where TF2 only binds, and where TF1&TF2 bind together as separate groups so I can do motif analysis. Is this possible with diffbind or do I need to find another way?, Regards,
Steve, Hi @stealsh, Scroll down in the tool form and expand the section “Output Options”. I think that most of of the extra outputs you are looking for are included., Plus you can output a copy of all the Rdata tables and the Rscript used during the processing in Galaxy if you want to parse the results in custom ways, or using methods in the Bioconductor vignette directly., Meaning, the Rscript and Rdata tables can be used with R directly inside of Galaxy (inside interactive environments), or downloaded to use wherever you prefer to use R. Find Galaxy Interactive Environments (GIEs) in the tool panel under the section Interactive Environments. The UseGalaxy.eu server hosts the largest variety of GIEs., One example is Rstudio and the GTN has tutorials that cover basics (moving data from a history into an environment, then back out into a history), others are used in scientific tutorials, and some cover coding languages themselves., The basic get data in/out methods are mostly the same between the different GIEs – the tool form that launches the environment will have the function details. And some of the GIEs combine multiple programming environments (R, python, bash). The Interactive Jupyter Notebook one example, and also has a GTN tutorial., GTN Tutorials can be searched with keywords or navigated directly., Example GTN searches:, “rstudio”  == Search Tutorials
“interactive-tools” == Search Tutorials
“jupyter” == Search Tutorials, Example topic navigation:, These are coding topics that could be applied when using IEs in Galaxy, or other places. R is included. News post explaining the goals: New Topic: Data Science Survival Kit 1, https://training.galaxyproject.org/ >> “Data Science Survival Kit” >> Galaxy Training!, Small warning: GIEs do not automatically track or save work into a Galaxy history the same as regular tools. That means you need to specifically track the tools or functions or datasets within the environment. If you quit out of the session, the content is lost. If the server has a hiccup, the content is lost. So be sure to save your important analysis artifacts back into the history – periodically while working then once done. That can include the entire environment plus scripts and files (all will show up as “datasets” in the history)., GIEs can be left active themselves and relaunched for short time periods (find any still active in your account under User > Active InteractiveTools, but none are quite perfect. You might need to kill a prior GIE to start a new one: do this by purging the history dataset that represents it. And, definitely save back anything you would miss to the history the environment was launched from. I know I said “save” twice already … but learning the hard way isn’t so fun  and everyone is very used to Galaxy automatically capturing and saving all work by default. GIEs are different., Hope that helps more! If you find a specific function that you can’t do – or that seems to be something so commonly included that it would be helpful to add more options into the tool form GUI directly, please write back and we can make a request to the developers. They can determine what is possible or practical., Hi @jennaj,
Thanks for the detailed reply., I’ll look into using R to help me unlock some of these other functions/outputs., Regards,
Steve]"
44,3520,"
DESeq2 alternative hypotheses
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hi all,, DESeq2 offers a bunch of alternative hypotheses (“greaterAbs”, “lessAbs”, “greater”, “less”). How can I specify them in the Galaxy DESeq2 tool?, 
, Thank you for any help!]"
45,3488,"
exome sequencing GEMINI load error
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, I am currently doing my project work on Exome sequencing and is using the following tutorial (Exome sequencing data analysis for diagnosing a genetic disease). I have an error in GEMINI load tool. It is showing that the VCF format is unavailable(SNPEff eff). Please look into the problem and help me with it. Thank you
, , Hi @Thara_Dharanidhar
not quite sure what we are seeing in those screenshots.
Apparently, you’ve run the tool already and have produced a gemini.sqlite dataset with it?
Anyway, the reason why the Vcf dataset is not offered in the select box is likely that you haven’t set a format/dbkey on it. Click on the pencil icon on your dataset and set the dbkey to hg19., Hi @wm75
I did exactly what you told but i am not getting the output. I set the dbkey as hg19 but no result.Can u suggest alternative tool instead of GEMINI load.
, , I’m sorry, but I don’t understand what the issue is. You have obtained a GEMINI load dataset and its state is green. Everything looks good and you can just continue with the tutorial, can’t you?, Hi@wm75
GEMINI load tool is working and its state is also green but I am unable to view the output as some file is getting downloaded every time I click the view option. What kind of data will be obtained from GEMINI load tool as you can see my screenshot showing that (loading chunk 1 , loading chunk 2…) So the data will look like this or in some other format. Please help me out.
, , This file is getting downloaded whenever I click the view data . When I click the file this message appears “file cannot be viewed”.
, , Yes, the GEMINI load tool produces a GEMINI database, which is not intended to be viewed, but queried. Please follow the tutorial, which explains a few ways how you can do that.
These tutorials: Identification of somatic and germline variants from tumor and normal sample pairs 1 and Calling variants in diploid systems demonstrate more options.
Think of the GEMINI database as a computer-friendly version of a VCF. You can’t read it, but queries are very efficient. The GEMINI load tool is essentially the converter that takes VCF and produces the database format., Hi@wm75
Thank you so much for your help.]"
46,3519,"
Trying to Create Transcriptomes as FASTA (current workflow HISAT2-Samtools-Cufflinks)
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello,
I am trying to generate fasta files of the transcriptome of a species with RNAseq data I have currently for use in ExUTR. I have run HISAT2 with the specific option for Cufflinks downstream analysis and then sorted and indexed BAM files with Samtools. However, my code (both outside of Galaxy and while attempting Galaxy) has stalled. I my sorted bam files but attempting to run them on cufflinks is generating this set of errors., I am looking for a way to resolve this., The options I ran are as follows:, |AM or BAM file of aligned RNA-Seq reads|* 1:Gbfemale-mated-bac2.sorted.bam|
| — | — |
|Max Intron Length|300000|
|Min Isoform Fraction|0.1|
|Pre MRNA Fraction|0.15|
|Use Reference Annotation|Use reference annotation|
|Reference Annotation|* 5: VectorBase-57_GbrevipalpisIAEA.gff|
|Count hits compatible with reference RNAs only|No|
|Perform Bias Correction|Yes|
|Reference sequence data|cached|
|Using reference genome|VectorBase-49_GbrevipalpisIAEA_Genome|
|Use multi-read correct|No|
|Apply length correction|Cufflinks Effective Length Correction|
|Global model (for use in Trackster)|No dataset.|
|Set advanced Cufflinks options|Yes|
|Library prep used for input reads|Auto Detect|
|Mask File||
|Inner mean distance|45|
|Inner distance standard deviation|20|
|Max MLE iterations|5000|
|Alpha value for the binomial test used during false positive spliced alignment filtration|0.001|
|percent read overhang taken as suspiciously small|0.09|
|Intronic overhang tolerance|8|
|Maximum genomic length of a given bundle|3500000|
|Maximum number of fragments per locus|1000000|
|Minimal allowed intron size|50|
|Minimum average coverage required to attempt 3prime trimming.|10|
|The fraction of average coverage below which to trim the 3prime end of an assembled transcript.|0.1|, BAMs created in Galaxy are coordinate sorted and indexed. Tools, such as HiSAT2, are in fact pipelines and include samtool sort etc.
Cufflinks tools are marked as deprecated on (some) Galaxy servers. Have a look at De novo transcriptome reconstruction with RNA-Seq]"
47,3512,"
FASTQ - FASTA changing output file name
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hi, I’m converting a number of sequences from FASTQ to FASTA, and previously the output has named files the same as the input, but now it’s calling them FASTQ to FASTA on data 20, so I don’t know which sample it is.
How do I change this so it keeps my unique IDs?
Thanks!, You can change file names manually: Edit Attributes (pencil icon) > Change name > click Save.
You can create a collection of FASTQ files and convert fastq into fasta on collection. Collections keep the original names, but more complicated to work with
You can create a small Galaxy workflow and rename output dataset using basename, so you can remove suffix corresponding to FASTQ file and add something like .fa. Search for a tutorial on Galaxy workflow for more information.
You can add tags to FASTQ files. Tags will propagate through analysis.
Hope this helps.
Kind regards,
Igor]"
48,3517,"
SRA- GALAXY read input
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello everyone I have a doubt, why do I have to input two FASTQ files from NCBI when I only have to align one read against the reference genome?, Which tool do you want to use to align? And do you already have a FASTQ file? Is it possible that your single fastq dataset is representing a paired-end run? If that is the case you can look at the tool named FASTQ splitter., Maybe this page can also help:, Collection of tutorials developed and maintained by the w..., , , Because it is just a tutorial and if you process all accessions it would take a while. It is explained on the page (under your first screenshot).
Hope this answers your question.
See selected in red:, , ]"
49,3516,"
Bam input file is not available for the training session ‘Calling variants in diploid systems’
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello.
It seems the bam file ( GIAB-Ashkenazim-Trio-hg19.gz) in the training session ‘Calling variants in diploid systems’, Genetic differences (variants) between healthy and diseas..., 
are not able to process for variants calling., I also used Samtools to convert this bam file to a sam file, and got the error:
[W::bam_hdr_read] EOF marker is absent. The input is probably truncated, Also, the size of the bam file is extremely small, only 52kb, Hi @wcq848677, The BAM is downsampled so it will run quickly when running through the tutorial., This is a history that has that particular BAM loaded (size is 51.2 KB), and the content is as expected. I also converted Bam-to-Sam in that history, and that worked plus produced the right result. Galaxy | Accessible History | tutorial variants. When you run Freebayes, input the BAM, no need to convert to SAM. If you want to see the content of the BAM, it is small enough that Galaxy can produce the uncompressed “SAM” view (use the “eye” icon for the dataset)., Maybe you got a corrupted version? Try pasting just this link into the Upload tool in Galaxy. Leave all the other settings at default. https://zenodo.org/record/60520/files/GIAB-Ashkenazim-Trio-hg19.gz, You can also make a copy of that history to work with it. I’ll leave it shared for this week., Tutorial: Calling variants in diploid systems, Note: You marked this as being “galaxy-local” and as if working at UseGalaxy.org., Hope that helps!, Hi Jennifer, Thank you so much for your reply, you are right, it is running now after I pasted the link you provided to me.
I guess the problem I encountered could be automatically decompressed for the .gz file when I downloaded it in my MacBook. Do you know the reason behind this., Anyway, appreciate your help! it is quite useful, Charley]"
50,2906,"
DEseq2 pairwise comparison
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Dear All,, I wanted to perform differential expression analysis between 7 different cell lines, however, I just noticed that just the results are based on differential expression between just the first two cell lines which were input as factors. Is there a way we can perform pairwise differential expression between all cell lines and then isolate the genes which are differentially expressed between all cell lines as we can do in limma?, I look forward to your suggestions and some help on this topic,, Best,
S, Reply posted at Gitter: galaxyproject/Lobby - Gitter, Tutorials: Galaxy Training! 2, closed on May 23]"
51,3498,"
cuffdiff software output
","[
You have selected 0 posts.

, 

      select all
    
, 

    cancel selecting
  
, Hello. I am using cuffdiff in the galaxy. Between my cuffdiff output, there are no isoforms differential expression file and I get 17 files in my output instead of 23. how can I get isoforms differential expression file?
please guide me.
thank you., Hi @Sevda.Hosseinzadeh, Updated transcriptomic analysis methods are strongly recommended, and many tools for transcriptomics analysis are covered in the Galaxy tutorials here: Galaxy Training!. You can also review the RNA-seq or RNA Analysis tool groups., If you get stuck with a non-deprecated tool, review this troubleshooting FAQ first, then ask questions here with the context from your troubleshooting and a shared history., Between my cuffdiff output, there are no isoforms differential expression file and I get 17 files in my output instead of 23, Cuffdiff and many other of the “Cuff” tools are deprecated on most public Galaxy servers. Check to see if this, or any of the tools that you may have used upstream, is marked deprecated where you are working. Deprecated tools may directly fail, or they might just produce odd results., Even if the “Cuff” tool is not marked as deprecated on a particular server, it may still produce odd results or have limited/modified results for technical reasons. These tools won’t be updated. That said, common problems that people used to run into usually involved the reference annotation. Upstream from that, the BAM sometimes had problems. Both were usually about missing attributes or format issues., This link points to a search of our prior forum with the keywords “biostars cuffdiff”. That may not fix the problem you are having (missing expected outputs), but if you really want to use the old tool, checking the usage/inputs for prior known issues is where to start., To do your own search, go to the  Pan-Galactic Google Search and add in the search term (names other “Cuff” tools used upstream? or the mapping tool?) along with the keyword “biostars” to limit the results. This forum doesn’t include that original discussion since it started being used a few years after those tools were deprecated., Thank you very much.]"
